entity,CM,ARR,CHD,VD,IHD,CCD,VOO,OTH
P41597,0.15983010401055994,0.0,0.0,0.07482025052900713,0.23597974707207284,0.0,0.0,0.18480732886684628
Q9H3M7,0.3171472846779015,0.16307416212756493,0.0,0.0,0.35531699312595616,0.08302146974139599,0.0,0.1974890963178195
Q13492,0.06183072441707387,0.36024092741942787,0.16461345937679372,0.2244607515870214,0.18120272986706282,0.4073772691076532,0.21547052419933974,0.263318795090426
Q9H254,0.0,0.11131543322888769,0.0,0.0,0.0,0.1315859162948688,0.0,0.0
P11362-19,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.131659397545213
Q9Y512,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q16552,0.4493106759954081,0.35116109427901065,0.14179031619390367,0.21004699859219123,0.4642716262167389,0.23307073171496448,0.19354519209426746,0.3320709453676747
O43597,0.15983010401055994,0.11131543322888769,0.07089515809695184,0.19340754191204568,0.0,0.0,0.0,0.0658296987726065
Q06323,0.12366144883414774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3MII6,0.17358078852665962,0.0,0.0,0.0,0.0,0.0,0.0,0.18480732886684628
Q96PD2,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P49756,0.14356649615124187,0.0,0.0,0.07482025052900713,0.0,0.0,0.0,0.0
P30711,0.0,0.11131543322888769,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9NRR4,0.0,0.0,0.0,0.07482025052900713,0.0,0.0,0.0833553771628128,0.0
Q96FF9,0.17358078852665962,0.16307416212756493,0.18326132516331836,0.0,0.35382738260882973,0.0,0.0,0.2186815258306937
O75469-5,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P04601,0.14356649615124187,0.07023221885580212,0.07089515809695184,0.11858729138303857,0.20895281769517002,0.08302146974139599,0.0833553771628128,0.0
P17931,0.6364528088142737,0.5758811826684158,0.36932501995496225,0.5394131069935517,0.4976071428384841,0.2631718325897376,0.5684985897299993,0.5069176270618431
Q8IY92,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q10588,0.06183072441707387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01833,0.19599875918697215,0.0,0.0,0.0,0.14024656978287284,0.0,0.0,0.10433760398835085
P18827,0.2527307885023795,0.0,0.07089515809695184,0.0,0.23597974707207284,0.0,0.0,0.24359883197141702
O95863,0.09799937959348608,0.0,0.14179031619390367,0.11858729138303857,0.0,0.0,0.0833553771628128,0.0
Q8NDV7,0.0,0.0,0.0,0.0,0.20895281769517002,0.0,0.0,0.0
P01148,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
Q15165,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9Y2U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10433760398835085
P50613,0.14356649615124187,0.0,0.0,0.0,0.22350992621189014,0.0,0.0,0.10433760398835085
P53992,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
Q8NCC3,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
Q9NQ66,0.0,0.0,0.0,0.0,0.14024656978287284,0.0,0.0,0.0
Q9H4E5,0.06183072441707387,0.0,0.0,0.0,0.16956679186085774,0.0,0.0,0.0658296987726065
Q9NP74,0.0,0.0,0.07089515809695184,0.3837742403620039,0.06040090995568761,0.0,0.4240673839342173,0.0
O15467,0.06183072441707387,0.07023221885580212,0.0,0.0,0.0,0.0,0.0,0.0
P40306,0.06183072441707387,0.22263086645777538,0.0,0.0,0.0,0.0,0.0,0.0
Q9UJ68,0.14356649615124187,0.0,0.0,0.0,0.15613408724488761,0.0,0.0,0.0
Q96E22,0.0,0.0,0.0,0.0,0.16956679186085774,0.0,0.0,0.0
P42566,0.09799937959348608,0.0,0.0,0.0,0.09573317728920001,0.0,0.0,0.0
Q9NQT5,0.402381656961036,0.3176997933055765,0.34440733068155666,0.25883554039441126,0.35963887520216503,0.3072159440895106,0.2340081283579905,0.3349061463563387
P30793,0.20539722056831577,0.16307416212756493,0.0,0.0,0.15613408724488761,0.0,0.0,0.131659397545213
Q9UH92,0.0,0.0,0.0,0.0,0.06040090995568761,0.0,0.0,0.0
P01034,0.5582019677371612,0.4165288426679939,0.4315716405397625,0.4084760414524255,0.5848616839503681,0.1315859162948688,0.3407120067714045,0.44467220951026554
Q9NWR8,0.15983010401055994,0.0,0.0,0.0,0.15613408724488761,0.0,0.0,0.0
P10914,0.22166082842763382,0.0,0.07089515809695184,0.0,0.15613408724488761,0.0,0.0,0.10433760398835085
P03372-4,0.14356649615124187,0.22263086645777538,0.11236616706636653,0.07482025052900713,0.3426196523107808,0.16604293948279197,0.0,0.10433760398835085
P9WHH9,0.14356649615124187,0.0,0.0,0.0,0.0,0.0,0.0,0.131659397545213
Q14152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26907644758373217
Q9UI42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1974890963178195
Q5T160,0.17358078852665962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6PCB7,0.09799937959348608,0.0,0.0,0.07482025052900713,0.0,0.0,0.0,0.0
Q13291,0.06183072441707387,0.0,0.0,0.0,0.09573317728920001,0.0,0.0,0.0
Q8N5M9,0.0,0.0,0.07089515809695184,0.0,0.0,0.0,0.0,0.0
O60493,0.22166082842763382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Y572,0.09799937959348608,0.0,0.0,0.0,0.18120272986706282,0.0,0.0,0.0
Q15797,0.09799937959348608,0.0,0.26992302913048155,0.1737272417698127,0.23597974707207284,0.0,0.19354519209426746,0.2186815258306937
P35251,0.06183072441707387,0.0,0.31615210962583706,0.07482025052900713,0.09573317728920001,0.0,0.0,0.0
Q9H244,0.0,0.0,0.0,0.0,0.12080181991137522,0.0,0.0,0.0
